預ける,あずける,"to give into custody,to entrust,to deposit",FALSE,,
気味,きみ,"-like,-looking,-looked",FALSE,,
連れ,つれ,"companion,company",FALSE,,
全然,ぜんぜん,"(1) wholly,entirely,completely,(2) not at all (with neg. verb)",FALSE,,
入場,にゅうじょう,"entrance,admission,entering",FALSE,,
自殺,じさつ,suicide,FALSE,,
塵,ごみ,"dust,dirt",FALSE,,
希望,きぼう,"hope,wish,aspiration",FALSE,,
油,あぶら,oil,FALSE,,
交際,こうさい,"company,friendship,association,society,acquaintance",FALSE,,
頬,ほほ,cheek (of face),FALSE,,
膝,ひざ,"knee,lap",FALSE,,
悲しむ,かなしむ,"to be sad,to mourn for,to regret",FALSE,,
,レポート,"report,paper",FALSE,,
生まれ,うまれ,"birth,birth-place",FALSE,,
裏切る,うらぎる,"to betray,to turn traitor to,to double-cross",FALSE,,
一般,いっぱん,"general,liberal,universal,ordinary,average",FALSE,,
岩,いわ,"rock,crag",FALSE,,
濡れる,ぬれる,to get wet,FALSE,,
描く,えがく,"to draw,to paint,to sketch,to depict,to describe",FALSE,,
四,し,four,FALSE,,
,しばしば,"often,again and again,frequently",FALSE,,
玉,たま,"ball,sphere,coin",FALSE,,
貧しい,まずしい,"poor,needy",FALSE,,
覚ます,さます,to awaken,FALSE,,
苦手,にがて,"poor (at),weak (in),dislike (of)",FALSE,,
未だ,まだ,"yet,still,more,besides",FALSE,,
哲学,てつがく,philosophy,FALSE,,
渋滞,じゅうたい,"congestion (e.g. traffic),delay,stagnation",FALSE,,
退屈,たいくつ,"tedium,boredom",FALSE,,
,ホーム,"(1) platform,(2) home",FALSE,,
眺め,ながめ,"scene,view,prospect,outlook",FALSE,,
日曜,にちよう,Sunday,FALSE,,
外す,はずす,"to unfasten,to remove",FALSE,,
航空,こうくう,"aviation,flying",FALSE,,
国境,こっきょう,national or state border,FALSE,,
金額,きんがく,amount of money,FALSE,,
印刷,いんさつ,printing,FALSE,,
,いただきます,expression of gratitude before meals,FALSE,,
散歩,さんぽ,"walk,stroll",FALSE,,
銀,ぎん,"(1) silver,silver coin,silver paint",FALSE,,
責める,せめる,"to condemn,to blame,to criticize",FALSE,,
一番,いちばん,"best,first,number one",FALSE,,
財産,ざいさん,"property,fortune,assets",FALSE,,
部分,ぶぶん,"portion,section,part",FALSE,,
親戚,しんせき,relative,FALSE,,
絶滅,ぜつめつ,"destruction,extinction",FALSE,,
,メンバー,member,FALSE,,
金銭,きんせん,"money,cash",FALSE,,
張る,はる,"to stick,to paste",FALSE,,
貰う,もらう,to receive,FALSE,,
独立,どくりつ,"independence (e.g. Ind. Day),self-support",FALSE,,
素晴らしい,すばらしい,"wonderful,splendid,magnificent",FALSE,,
,まあ,(female) you might say,FALSE,,
最中,さいちゅう,in the middle of,FALSE,,
人類,じんるい,"mankind,humanity",FALSE,,
係,かかり,"official,duty,person in charge",FALSE,,
性,せい,"sex,gender",FALSE,,
,うるさい,"noisy,loud,fussy",FALSE,,
始まり,はじまり,"origin,beginning",FALSE,,
勧める,すすめる,"to recommend,to advise,to encourage,to offer (wine)",FALSE,,
ノー,（no）,,FALSE,,
学習,がくしゅう,"study,learning",FALSE,,
氷,こおり,"ice,hail",FALSE,,
,インク,ink,FALSE,,
世間,せけん,"world,society",FALSE,,
先日,せんじつ,"the other day,a few days ago",FALSE,,
契約,けいやく,"contract,compact,agreement",FALSE,,
硬貨,こうか,coin,FALSE,,
消費,しょうひ,"consumption,expenditure",FALSE,,
底,そこ,"bottom,sole",FALSE,,
発行,はっこう,issue (publications),FALSE,,
濠,ほり,moat,FALSE,,
,トンネル,tunnel,FALSE,,
,そっと,face of the earth,FALSE,,
盛り,さかり,"helping,serving",FALSE,,
,ハンサム,handsome,FALSE,,
所為,せい,"cause,reason,fault",FALSE,,
結ぶ,むすぶ,"to tie,to bind,to link",FALSE,,
要素,ようそ,element,FALSE,,
墓,はか,"grave,tomb",FALSE,,
農民,のうみん,"farmers,peasants",FALSE,,
穏やか,おだやか,"calm,gentle,quiet",FALSE,,
運動,うんどう,"motion,exercise",FALSE,,
決心,けっしん,"determination,resolution",FALSE,,
約,やく,"approximately,about,some",FALSE,,
凍る,こおる,"to freeze,to be frozen over,to congeal",FALSE,,
しまう,（終わる）,"to finish,to close,to do something completely",FALSE,,
家具,かぐ,furniture,FALSE,,
,マスター,"proprietor,manager,barowner,master (e.g. arts, science)",FALSE,,
繋ぐ,つなぐ,"to tie,to fasten,to connect,to transfer (phone call)",FALSE,,
科目,かもく,"(school) subject,curriculum,course",FALSE,,
善,ぜん,"good,goodness,right,virtue",FALSE,,
時,とき,"(1) time,hour,(2) occasion,moment",FALSE,,
月曜,げつよう,Monday,FALSE,,
作家,さっか,"author,writer,novelist,artist",FALSE,,
外出,がいしゅつ,"outing,going out",FALSE,,
残り,のこり,"remnant,residue,remaining,left-over",FALSE,,
現れ,あらわれ,"embodiment,materialization",FALSE,,
資本,しほん,"funds,capital",FALSE,,
失う,うしなう,"to lose,to part with",FALSE,,
流行,りゅうこう,"fashionable,fad,in vogue,prevailing",FALSE,,
読書,どくしょ,reading,FALSE,,
見送り,みおくり,"seeing one off,farewell,escort",FALSE,,
,そっくり,"all,altogether,entirely,be just like,the splitting image of",FALSE,,
才能,さいのう,"talent,ability",FALSE,,
緊張,きんちょう,"tension,mental strain,nervousness",FALSE,,
演技,えんぎ,"acting,performance",FALSE,,
語,ご,"language,word",FALSE,,
明確,めいかく,"clear up,clarify,define",FALSE,,
粉,こな,"flour,meal,powder",FALSE,,
母親,ははおや,mother,FALSE,,
したがって,したがって,"therefore,consequently,in accordance with",FALSE,,
作業,さぎょう,"work,operation,manufacturing,fatigue duty",FALSE,,
,たっぷり,"full,in plenty,ample",FALSE,,
癖,くせ,"a habit (often a bad habit),peculiarity",FALSE,,
課,か,counter for chapters (of a book),FALSE,,
生物,せいぶつ,raw food,FALSE,,
分野,ぶんや,"field,sphere,realm,division,branch",FALSE,,
煙,けむり,"smoke,fumes",FALSE,,
人物,じんぶつ,"character,personality,person,man,personage,talented man",FALSE,,
患者,かんじゃ,a patient,FALSE,,
検査,けんさ,"inspection (e.g. customs, factory),examination",FALSE,,
,パスポート,passport,FALSE,,
,だって,"but,because,even,also,too",FALSE,,
額,がく,"forehead,brow",FALSE,,
通す,とおす,"to let pass,to overlook,to continue",FALSE,,
何とか,なんとか,"somehow,anyhow,one way or another",FALSE,,
苦労,くろう,"troubles,hardships",FALSE,,
,ドラマ,drama,FALSE,,
大いに,おおいに,"very,much,greatly",FALSE,,
物理,ぶつり,physics,FALSE,,
成人,せいじん,adult,FALSE,,
衝突,しょうとつ,"collision,conflict",FALSE,,
,バイオリン,violin,FALSE,,
感情,かんじょう,"emotion(s),feeling(s),sentiment",FALSE,,
加減,かげん,"addition and subtraction,allowance for",FALSE,,
,ママ,Mama,FALSE,,
地位,ちい,"(social) position,status",FALSE,,
お互い,おたがい,"mutual,reciprocal,each other",FALSE,,
牛,うし,"cattle,cow",FALSE,,
操作,そうさ,"operation,management,processing",FALSE,,
石炭,せきたん,coal,FALSE,,
,ピン,pin,FALSE,,
境,さかい,"border,boundary,mental state",FALSE,,
直接,ちょくせつ,"direct,immediate,personal,firsthand",FALSE,,
,コーチ,coach,FALSE,,
,それでも,"but (still),and yet,nevertheless,even so,notwithstanding",FALSE,,
褒める,ほめる,"to praise,to admire,to speak well",FALSE,,
家事,かじ,"housework,domestic chores",FALSE,,
積もる,つもる,to pile up,FALSE,,
何でも,なんでも,"by all means,everything",FALSE,,
計算,けいさん,"calculation,reckoning",FALSE,,
設計,せっけい,"plan,design",FALSE,,
器用,きよう,"skillful,handy",FALSE,,
